questionId,cardId,category,difficulty,question,choice0,choice1,choice2,choice3,answerIndex,explanation,cardTitle,cardShortText,cardDetailText,cardRarity,imageAsset,imageReviewStatus,imageReviewedAt,imageReviewNote,sourceTitle,sourcePublisher,sourceUrl,verifiedAt,verificationLevel,reviewStatus,reviewNote,contentHash
q_living_things_011,card_living_things_011,living_things,easy,イヌの肉球にしかない、体の中で唯一の機能は？,体温を感知するセンサー,汗をかく汗腺,衝撃を吸収する油の分泌腺,音の振動を感じる細胞,1,イヌやネコは全身に汗腺を持たず、基本的にハアハアという呼吸（パンティング）で体温調節をしますが、唯一「肉球」の間にだけ、汗をかく「エクリン汗腺」があります。ここから汗をかくことで、滑り止めや足裏の乾燥を防ぐ役割を果たしています。,肉球のじっとりした秘密,犬や猫が唯一汗をかくことができる場所,もふもふの体を持つペットたち。彼らが唯一汗を流せるのがチャームポイントの肉球です。緊張すると足跡が湿ることもあります。,normal,assets/images/cards/card_living_things_011.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,,,,,unverified,pending,,963ad10d1c0ec709fdac3af02eddf75015e5e72a7d9a28aea44e7c3a0961f165
q_language_008,card_language_008,language,hard,「サラダ記念日」で有名な歌人、俵万智が実際に食べた料理は？,シーザーサラダ,鶏の唐揚げ,ポテトサラダ,ゴーヤチャンプルー,1,「この味がいいねと君が言ったから七月六日はサラダ記念日」の短歌で知られる料理のモデルは、実はサラダではなく「鶏の唐揚げ」でした。調理した唐揚げを当時の恋人に褒められた際、「唐揚げ記念日」では短歌の言葉の響きが良くないため「サラダ」に変更されました。,サラダ記念日の真実,名作短歌の裏に隠されたおいしいメニュー,文学史に残る名フレーズに隠されたまさかの事実。言葉の美しさを優先した結果、唐揚げがサラダへと大変身を遂げていました。,rare,assets/images/cards/card_language_008.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,,,,,unverified,pending,,5dcbdfd57b8b40fdd33d94b867b90eea77ebe349aff5d80208638e0cbba886a3
q_nature_geography_012,card_nature_geography_012,nature_geography,normal,アフリカ大陸の最高峰「キリマンジャロ」の山頂にある珍しい自然現象は？,活動中の巨大溶岩湖,熱帯地方の氷河,1年中咲き続ける桜,底が見えない酸性の池,1,"赤道に近いタンザニアに位置するキリマンジャロ（標高5,895メートル）ですが、その山頂付近には「氷河（万年雪）」が存在します。熱帯地域にありながら山頂が常に白く輝く神秘的な光景として知られますが、近年は地球温暖化などの影響で急速に縮小しています。",赤道の氷河キリマンジャロ,熱帯の国に存在する溶けない氷の神秘,"アフリカの赤道直下でありながら、標高約6,000メートルの山頂には氷河が広がります。世紀を超えて登山家を魅了する大自然の奇跡です。",rare,assets/images/cards/card_nature_geography_012.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,,,,,unverified,pending,,b1fbba9ba73c4b417438b0cd9b257f343f7777a7fd9ed68fc9b0932aeb5cdfa1
q_living_things_012,card_living_things_012,living_things,normal,ウサギが自分の「うんち」を食べる理由は？,お腹の調子を整えるため,栄養をもう一度吸収するため,敵に居場所を隠すため,エサが足りない時の非常食,1,ウサギは一度の消化では植物の栄養を十分に吸収できないため、「盲腸糞（もうちょうふん）」と呼ばれる、ビタミンやタンパク質が豊富に含まれた柔らかい糞を出します。これを直接口をつけて再び食べる（食糞）ことで、大切な栄養を効率よく体に摂取しています。,ウサギの知られざる食事法,生きるために欠かせない究極のリサイクル,ウサギが食べるのは、普段見るコロコロした糞ではなく、栄養が詰まった特別な柔らかい糞。健康を維持するための本能的な行動です。,normal,assets/images/cards/card_living_things_012.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,,,,,unverified,pending,,acf42b7551abbc6c20335c5f21643b9caa2057be8d9313eca7e27bf4d9046b5b
q_history_009,card_history_009,history,normal,大英博物館のロゼッタ・ストーンに刻まれた3種類の文字に含まれないものは？,ヒエログリフ,デモティック,ギリシャ文字,ラテン文字,3,大英博物館の作品記録によると、ロゼッタ・ストーンにはヒエログリフ、デモティック、ギリシャ文字の3つの文字体系で同じ勅令が刻まれている。ラテン文字は含まれない。,ロゼッタ・ストーンの3種類の文字,ヒエログリフ、デモティック、ギリシャ文字が刻まれている。,大英博物館の作品記録によると、紀元前196年のロゼッタ・ストーンには、ヒエログリフ14行、デモティック32行、ギリシャ文字54行で勅令が刻まれている。ラテン文字ではない。,normal,assets/images/cards/card_history_009.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,The Rosetta Stone (EA24),The British Museum,https://www.britishmuseum.org/collection/object/Y_EA24,2026-07-13,primary,approved,,f65e18f7950bd9bad4eb9cd621851b934371752555576b6d9148d2c48f77a3cc
q_science_008,card_science_008,science,easy,造幣局の「Circulating Coin Designs」で、現在の1円硬貨の素材は？,純アルミニウム,純銅,鉄,ニッケル,0,造幣局は、1円硬貨の素材をアルミニウム、組成を純アルミニウム、重さを1.0g、直径を20.0mmと示している。,1円アルミニウム硬貨,素材は純アルミニウム、重さは1.0g。,造幣局の「Circulating Coin Designs」は、現在の1円硬貨を純アルミニウム製、重さ1.0g、直径20.0mmとしている。,normal,assets/images/cards/card_science_008.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,Circulating Coin Designs,造幣局（Japan Mint）,https://www.mint.go.jp/eng/kids-eng/eng_kids_circulating_c.html,2026-07-13,primary,approved,,d75c2c2c9278a7a7fc844eeee71d31397ad460527c956bcfeb00c6b1bd4d3f34
q_food_011,card_food_011,food,normal,唐辛子の辛味成分カプサイシンが活性化する受容体は？,TRPV1,インスリン受容体,メラトニン受容体,アセチルコリン受容体,0,1997年のNature論文は、カプサイシンに反応する受容体をクローニングし、熱でも活性化するイオンチャネルとして報告しました。現在、この受容体はTRPV1と呼ばれます。,辛さと熱を感じるTRPV1,カプサイシンはTRPV1を活性化する。,1997年の原著論文は、カプサイシン受容体を熱でも活性化するイオンチャネルとして報告した。この受容体は現在TRPV1と呼ばれる。,normal,assets/images/cards/card_food_011.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,The capsaicin receptor: a heat-activated ion channel in the pain pathway,Nature,https://www.nature.com/articles/389816a0,2026-07-15,primary,approved,Caterina et al. cloned the capsaicin receptor and showed that it is a heat-activated ion channel; the receptor is now designated TRPV1.,3488f2651dd32217ee3ce6e9e2468ba930ee0261dd3bd7819b3760a8037b0de7
q_language_009,card_language_009,language,easy,「サボる」という言葉の語源となったフランス語は？,サボタージュ,サボン,サボア,サボール,0,「サボる」は、フランス語で労働争議の手段（怠業）を意味する「sabotage（サボタージュ）」に、日本語の動詞化の接尾辞「る」を組み合わせた言葉です。大正時代に労働者が仕事の手を抜く運動を起こしたことから、若者や一般の間で流行語として定着しました。,サボるの意外な生まれ,日本語の動詞になったフランス語の雑学,日常的に使う「サボる」ですが、もともとはフランスの労働運動がルーツ。立派な外来語と日本語がミックスされてできた言葉です。,normal,assets/images/cards/card_language_009.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,,,,,unverified,pending,,80636773b2ad28b664ce3259f745e8f30e4edb0cefd52e2aea835f9805b0b6d6
q_daily_life_008,card_daily_life_008,daily_life,easy,英国HSEの安全標識ガイダンスL64で、緑色が示す用途は？,非常口・避難経路や応急手当,消火設備,禁止行為,注意・警告,0,HSEのL64表1は、緑を非常脱出・応急手当の標識に割り当て、扉、出口、避難経路、設備、施設を示すとしている。,安全標識の緑色,非常口・避難経路と応急手当を示す色。,英国HSEの安全標識ガイダンスL64表1では、緑色は非常脱出・応急手当の標識に使われ、扉、出口、避難経路、設備、施設を示す。,normal,assets/images/cards/card_daily_life_008.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,Safety signs and signals: Guidance on Regulations L64,UK Health and Safety Executive (HSE),https://www.hse.gov.uk/pubns/priced/l64.pdf,2026-07-13,primary,approved,,e4cb2fbd02ff2b01c06c29828b5e02dc87f0404387a7d566afe0f5a09fbef06d
q_nature_geography_013,card_nature_geography_013,nature_geography,normal,日本に約400ある有人離島の中で、最も人口が多い島はどこ？,淡路島（兵庫県）,佐渡島（新潟県）,奄美大島（鹿児島県）,対馬（長崎県）,0,沖縄本島などを除く、日本のいわゆる「離島（本土5島以外の有人島）」の中で最も人口が多いのは「淡路島」です。約12万人の人口を擁し、神戸や徳島と大きな橋で結ばれているため交通の便も良く、独自の産業や観光地として大きく栄えています。,日本一人口の多い離島,本州と四国を結ぶ、活気あふれる巨大な島,佐渡島や奄美大島を抑えて人口トップを誇る淡路島。玉ねぎの特産やテーマパークも多く、島でありながら大都市並みの活気があります。,normal,assets/images/cards/card_nature_geography_013.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,,,,,unverified,pending,,f04b45be29b2e3dc1b3472d07298d102156f9d182c1df37de658d84678000f1c
q_living_things_013,card_living_things_013,living_things,easy,鳥類の中で唯一、前だけでなく「後ろ」にも飛べる鳥は？,ハチドリ,カワセミ,ツバメ,ウグイス,0,世界最小の鳥の仲間である「ハチドリ」は、1秒間に数十回という高速で羽ばたきながら、空中の一点にとどまるホバリングができるだけでなく、鳥類で唯一、そのまま「後ろ向き」や「上下逆さま」に飛行する高度なテクニックを持っています。,バックできる唯一の鳥,ヘリコプターのように空を舞う小さな天才,花の蜜を吸うために進化したハチドリの羽は、肩の関節が自由に回転する特殊な構造をしており、バックギアを入れたような後退飛行が可能です。,normal,assets/images/cards/card_living_things_013.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,,,,,unverified,pending,,a21ab301087d2158cb48d10efd917ea0dd2ffe7443dc8660eed4e4f1b74b1234
q_history_010,card_history_010,history,hard,古代ローマのコロッセオ（円形闘技場）に水を張って行われた見せ物は？,水泳大会,模擬海戦（もぎかいせん）,巨大魚の捕獲ショー,雨乞いの儀式,1,古代ローマのコロッセオでは、競技場全体に配水管を使って水を張り、本物の軍船を浮かべて戦わせる「模擬海戦」という大規模なショーが行われていました。剣闘士たちが船に乗り込み、当時の有名な海上戦を観客の前で再現する超過激なエンターテインメントでした。,競技場に浮かぶ軍船,古代ローマで行われた桁外れの水上ショー,闘技場を丸ごとプールに変えてしまうローマ人の圧倒的な土木技術。国家の威信をかけた、血湧き肉躍る驚天動地劇が開催されていました。,rare,assets/images/cards/card_history_010.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,,,,,unverified,pending,,b905b804856cd00326ebd53d2dde36b80d850d35ffffa096edd20d3902314614
q_nature_geography_014,card_nature_geography_014,nature_geography,normal,日本で霧ともやを分ける気象上の目安は何？,風速,気温,視程,湿度,2,気象庁では、霧は微小な水滴で視程が1km未満の状態、もやは視程が1km以上10km未満の状態として区別している。,霧ともやの境目,違いは見通せる距離,霧ともやは雰囲気ではなく、気象上は水平方向にどれだけ見通せるかで区別される。,normal,assets/images/cards/card_nature_geography_014.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,氷、霜、霧、雷、日照時間,気象庁,https://www.jma.go.jp/jma/kishou/know/yougo_hp/kori.html,2026-07-12,primary,approved,,6d13ce449a47f461b8560d1cff5d16c5f6348a379e5ac0048e0eb31e28fefd2b
q_nature_geography_015,card_nature_geography_015,nature_geography,easy,津波が生まれる主なきっかけとして多いのは？,海底近くの大地震,満月の強い光,台風の中心気圧,海水の塩分変化,0,津波は海水全体が急に動かされることで起こる。多くは海底や海の近くで起きる大地震により、海底が変形することで発生する。,津波の始まり,海底の動きが波を生む,津波は普通の波と違い、海底の急な変形などで海水の柱全体が動かされることで広がっていく。,normal,assets/images/cards/card_nature_geography_015.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,What is a tsunami?,National Oceanic and Atmospheric Administration (NOAA),https://oceanservice.noaa.gov/facts/tsunami.html,2026-07-15,primary,approved,NOAA identifies undersea earthquakes as a principal cause of tsunamis and describes their propagation across the ocean.,03f0723e52850637d8fe40ef6391fe90bca05e83b2023d1f81a3db9d9e3832f3
q_nature_geography_016,card_nature_geography_016,nature_geography,normal,皆既月食の月が赤っぽく見える主な理由は？,月面が熱で赤くなる,地球の大気を通った光が届く,月が火山活動を起こす,太陽が一時的に赤くなる,1,皆既月食では、地球の大気を通った太陽光が曲げられて月に届く。大気中で青い光が散乱され、赤い光が目立つ。,赤い月の理由,地球の大気が色を変える,月食中の赤い月は、月自身が光るのではなく、地球の大気を通過した太陽光の色が関係している。,rare,assets/images/cards/card_nature_geography_016.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,The Moon & Eclipses,NASA,https://science.nasa.gov/moon/eclipses/,2026-07-12,primary,approved,,d528fc4fe5d704bc2a5cb00e5d4d07d7154ab1f3aef2c6ecf4643f8b3c638053
q_living_things_014,card_living_things_014,living_things,easy,コウモリが暗闇で虫を探す主な方法は？,体温を光らせる,超音波の反響を使う,磁石のように引き寄せる,羽で匂いを集める,1,多くのコウモリは、人間には聞こえにくい高い音を出し、物体に当たって返る反響を聞いて位置や距離を知る。,音で見るコウモリ,反響で虫や障害物を知る,反響定位は、暗闇でも周囲の形や獲物の位置を把握できる、コウモリの代表的な能力。,normal,assets/images/cards/card_living_things_014.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,Echolocation,U.S. National Park Service,https://www.nps.gov/subjects/bats/echolocation.htm,2026-07-12,primary,approved,,b87ee5673f4b62d6fa42c3efc8f8587d4ded88a10a63428bce97db8c58d7698e
q_living_things_015,card_living_things_015,living_things,easy,ラクダのこぶに主に蓄えられているものは？,水,空気,脂肪,砂,2,ラクダのこぶは水袋ではなく、主に脂肪を蓄える場所。食べ物が少ない時、その脂肪をエネルギーとして利用する。,こぶの中身,水ではなく脂肪の貯蔵庫,ラクダが砂漠で強いのは、こぶに水を持つからではなく、水分を節約する体の仕組みと脂肪の蓄えによる。,normal,assets/images/cards/card_living_things_015.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,How much water does a camel's hump hold?,Library of Congress,https://www.loc.gov/everyday-mysteries/categories/zoology/item/how-much-water-does-a-camels-hump-hold/,2026-07-15,primary,approved,"The Library of Congress states that camel humps store fat, not water, and that the fat is used as nourishment when food is scarce.",2ccf5d04080da47255dd300a16e0ac0742a62a5eedadc99ddd9bbbf274e507f9
q_living_things_016,card_living_things_016,living_things,normal,ホタルが光る生物発光で主に働く酵素は何？,アミラーゼ,ルシフェラーゼ,カタラーゼ,ペプシン,1,ホタルの光は、発光物質ルシフェリンがルシフェラーゼという酵素の働きで反応し、光を出す仕組みによる。,ホタルの光る酵素,光の鍵はルシフェラーゼ,ホタルの発光は熱い炎ではなく、体内の化学反応で効率よく光を生み出す生物発光の一種。,rare,assets/images/cards/card_living_things_016.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,,,,,unverified,pending,,fc121362c7a17abfeebb1e05dfa3bcc82413c35a43445616d3a7743ae8a45817
q_living_things_017,card_living_things_017,living_things,normal,サンゴの白化で体内から失われやすいものは？,共生藻,骨のカルシウム,海水の塩分,砂の粒,0,水温が高すぎるなどのストレスで、サンゴは体内に共生する藻類を放出することがある。これにより白く見える。,サンゴ白化の正体,白さは共生藻の喪失,白化したサンゴはすぐ死んだとは限らないが、共生藻を失って強いストレス状態に置かれている。,rare,assets/images/cards/card_living_things_017.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,What is coral bleaching?,National Oceanic and Atmospheric Administration (NOAA),https://oceanservice.noaa.gov/facts/coral_bleach.html,2026-07-12,primary,approved,,73a70f3cc743a56c147498ab6994c683a76fb41169a68c70f3dfafd2698f3335
q_living_things_018,card_living_things_018,living_things,normal,タツノオトシゴで妊娠し子を産むのはどちら？,メス,オス,両方同時,子は卵から直接出るだけ,1,タツノオトシゴや近縁のシードラゴンでは、オスが育児嚢で卵を受け取り、妊娠して子を産む珍しい繁殖を行う。,産むオス,タツノオトシゴはオスが出産,動物界でも珍しく、タツノオトシゴではメスが卵を渡し、オスが育児嚢で育てて出産する。,rare,assets/images/cards/card_living_things_018.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,How do seahorses differ from all other animals?,National Oceanic and Atmospheric Administration (NOAA),https://oceanservice.noaa.gov/facts/seahorse.html,2026-07-12,primary,approved,,5cfca17fc79ecd874def176093409744320098e570b2fa3b5003f39fdedb1cb1
q_history_011,card_history_011,history,normal,世界初の粘着式郵便切手として有名なのは？,竜文切手,ペニー・ブラック,ブルー・モーリシャス,桜切手,1,1840年にイギリスで発行されたペニー・ブラックは、世界初の粘着式郵便切手として知られる。ビクトリア女王の横顔が描かれた。,世界初の切手,黒い一ペニー切手,ペニー・ブラックは郵便料金を前払いする仕組みを広め、近代郵便制度の象徴的な存在になった。,normal,assets/images/cards/card_history_011.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,The 1840 Penny Black,Smithsonian National Postal Museum,https://postalmuseum.si.edu/exhibition/the-queen%E2%80%99s-own-postal-reforms-that-transformed-the-mail-the-worlds-first-postage-stamps,2026-07-15,primary,approved,The Smithsonian National Postal Museum identifies the 1840 Penny Black among the world's first postage stamps and documents first-day use.,2ad95a4e913a5ee9adb54dc2d2cc1d07d6a9bf0a23006324cd9f6885bc5b6434
q_history_012,card_history_012,history,normal,富岡製糸場が操業を始めた年として正しいのは？,1603年,1776年,1872年,1945年,2,富岡製糸場は1872年に設立された、日本初期の本格的な器械製糸工場。明治の近代化と生糸輸出を支えた。,近代製糸の出発点,明治日本の工場遺産,富岡製糸場は、近代的な機械製糸を日本に導入した重要な施設で、世界遺産にも登録されている。,normal,assets/images/cards/card_history_012.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,富岡製糸場を知る,富岡市観光協会,https://www.tomioka-silk.jp/_tomioka-silk-mill/about/,2026-07-12,primary,approved,,4262af63f4eefd766b3ee2b5c2189da30af1b6d7335be3dcf1bb6b8c3e7d6732
q_history_013,card_history_013,history,hard,日本がメートル条約に正式加盟した年は？,1868年,1885年,1905年,1949年,1,日本は1885年にメートル条約へ正式加盟し、国際的な計量の枠組みに加わった。のちの度量衡整備にもつながる。,メートル法への参加,日本は1885年に加盟,メートル条約への加盟は、日本が長さや質量の国際基準を共有する近代的な計量制度へ進む一歩だった。,rare,assets/images/cards/card_history_013.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,Member State: Japan,International Bureau of Weights and Measures (BIPM),https://www.bipm.org/en/countries/jp,2026-07-12,primary,approved,,fe7a8fa782a2daf18f756e778b05b8ece61e4ffbdc99af848265604e4c877246
q_science_009,card_science_009,science,normal,GPS衛星の位置測定で重要な装置はどれ？,原子時計,気圧計,温度計,方位磁石,0,GPSは衛星から届く信号の時刻差を使って位置を求める。衛星には非常に精密な原子時計が搭載されている。,GPSの時計,位置測定は時刻が命,スマホの現在地表示の裏側では、衛星からの信号が届く時間差を精密に測る仕組みが働いている。,normal,assets/images/cards/card_science_009.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,,,,,unverified,pending,,3e57774537215dce927cc52c002aac47cb1a307e81a0faf971559ed5844b52c8
q_science_010,card_science_010,science,normal,飛行機の翼が揚力を生む要因に含まれるのは？,翼の上下の圧力差,機内の照明の強さ,窓の数,客席の温度,0,翼まわりの空気の流れによって圧力差が生まれ、それが揚力に関係する。迎え角や空気の向きの変化も重要な要素である。,翼が支える力,空気の流れが力を作る,飛行機の翼は単に上面が長いから飛ぶのではなく、空気の流れと圧力差を含む複数の要因で揚力を得る。,normal,assets/images/cards/card_science_010.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,Bernoulli and Newton,NASA Glenn Research Center,https://www1.grc.nasa.gov/beginners-guide-to-aeronautics/bernoulli-and-newton/,2026-07-15,primary,approved,"NASA explains lift through pressure variation and flow turning, and explicitly rejects the oversimplified equal-transit explanation.",c3fe8cc50074dade14b0d0536b374ee9075ace2e5b12c3cafebd032897d3410f
q_science_011,card_science_011,science,easy,石けんが油汚れを落としやすい主な理由は？,水と油になじむ部分を持つ,油をすべて蒸発させる,金属に変える,水を凍らせる,0,石けん分子には水になじむ部分と油になじむ部分がある。油汚れを包み込み、水で洗い流しやすくする。,石けんの二面性,水と油をつなぐ分子,油は水だけでは落ちにくいが、石けんは油側と水側の両方に働きかけ、汚れを浮かせやすくする。,normal,assets/images/cards/card_science_011.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,,,,,unverified,pending,,b0e7d290b0c1c43f34ed16e6d82a76a0cdb90f4903629ee3a563b2693eed0680
q_food_012,card_food_012,food,easy,食品の消費期限に最も近い意味はどれ？,おいしさの目安,安全に食べられる期限,値引きが始まる日,製造者の休日,1,消費期限は安全に食べられる期限の目安。賞味期限はおいしく食べられる期限なので、意味が異なる。,消費期限と賞味期限,安全とおいしさは別,消費期限は傷みやすい食品で特に重要。賞味期限と混同せず、表示の意味を分けて考える必要がある。,normal,assets/images/cards/card_food_012.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,期限表示とは,消費者庁,https://www.caa.go.jp/policies/policy/food_labeling/food_sanitation/expiration_date/assets/food_labeling_cms204_250331_01.pdf,2026-07-12,primary,approved,,277d3f37cdfc16c408db018dc317446fb67fd76db13b85e3e892f5a168f9869a
q_food_013,card_food_013,food,normal,ジャガイモの芽に多い天然毒素はどれ？,カフェイン,ソラニンやチャコニン,グルテン,リコピン,1,ジャガイモの芽や緑色になった部分には、ソラニンやチャコニンが多く含まれる。食中毒予防には十分に取り除くことが大切。,芽の毒に注意,芽と緑色部分は取り除く,家庭菜園や長期保存のジャガイモでは、芽や緑色の皮に天然毒素が増えることがある。,normal,assets/images/cards/card_food_013.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,じゃがいもに含まれる天然毒素「ソラニン」や「チャコニン」に関するQ&A,農林水産省,https://www.maff.go.jp/j/syouan/seisaku/solanine/potato_alkaloid_QA.html,2026-07-12,primary,approved,,beb05b916ae94ab025925372e71b7f88d698e313a2d718261b193fac8b7c61d4
q_language_010,card_language_010,language,normal,日本語の『パン』の語源として有力なのは？,ポルトガル語のpão,英語のpan,中国語の飯,ギリシャ語の神名,0,日本語のパンは、戦国期以降に伝わったポルトガル語pãoに由来するとされる。古くから日本語に定着した外来語の一つ。,パンは古い外来語,ポルトガル語由来の言葉,パンは英語由来と思われがちだが、日本語としてはポルトガル語から入った古い外来語とされる。,normal,assets/images/cards/card_language_010.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,,,,,unverified,pending,,2c3e22c1bb255288895d19ceb3fa7f53b524d0c2d157f8c81731cbfbb2fec07b
q_daily_life_009,card_daily_life_009,daily_life,easy,3Rで最初に取り組むとされるRはどれ？,Recycle,Reuse,Reduce,Restart,2,3RはReduce、Reuse、Recycleの順番で取り組むことが求められる。まずはごみや資源消費を発生段階で減らす考え方。,3Rの最初,まず減らすのが基本,リサイクルは大切だが、3Rではまず発生を抑えるReduce、次に繰り返し使うReuseが重視される。,normal,assets/images/cards/card_daily_life_009.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,The 3R Initiative,"Ministry of the Environment, Japan",https://www.env.go.jp/recycle/3r/en/outline.html,2026-07-12,primary,approved,,424661125c34574839381e2fa95c2235f4f4083cb8899d4c4f8ebbf65c8df6ee
q_daily_life_010,card_daily_life_010,daily_life,hard,日本の火災通報番号が119番になった理由は？,112番の誤接続が多かったため,消防車の台数が119台だったため,明治119年に決まったため,水の化学式に合わせたため,0,日本の火災通報は当初112番だったが、かけ間違いが多く、1927年から119番に変更されたとされる。,119番の由来,昔は112番だった,119番は最初から当然だったわけではなく、電話の仕組みや誤接続の問題を受けて選ばれた番号だった。,rare,assets/images/cards/card_daily_life_010.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,,,,,unverified,pending,,b5e531d27a4a8796a8879ba93f9dc281cba729756c13a28c6ce5640103d7122e
